sample.id	brc	crop	microbiome_compartment	case_study	fertilization	drought	irrigation	drought_tolerance	genotype	site	cropping_system	plot	Year	Sampling Location	Replicate	Sampling Date	Nitrogen conc	Days after fertilization	Treatment	Line	Block	Harvest
X3039	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	18	2016	NA	NA	NA	200	5	NA	NA	NA	NA
X3040	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	18	2016	NA	NA	NA	200	5	NA	NA	NA	NA
X3041	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	19	2016	NA	NA	NA	0	5	NA	NA	NA	NA
X3042	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	19	2016	NA	NA	NA	0	5	NA	NA	NA	NA
X3043	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	22	2017	NA	NA	NA	400	5	NA	NA	NA	NA
X3044	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	22	2017	NA	NA	NA	400	5	NA	NA	NA	NA
X3045	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	24	2017	NA	NA	NA	0	5	NA	NA	NA	NA
X3046	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	24	2017	NA	NA	NA	0	5	NA	NA	NA	NA
X3047	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	25	2017	NA	NA	NA	200	5	NA	NA	NA	NA
X3048	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	25	2017	NA	NA	NA	200	5	NA	NA	NA	NA
X3049	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	27	2015	NA	NA	NA	400	5	NA	NA	NA	NA
X3050	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	27	2015	NA	NA	NA	400	5	NA	NA	NA	NA
X3051	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	28	2015	NA	NA	NA	0	5	NA	NA	NA	NA
X3052	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	28	2015	NA	NA	NA	0	5	NA	NA	NA	NA
X3053	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	30	2015	NA	NA	NA	200	5	NA	NA	NA	NA
X3054	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	30	2015	NA	NA	NA	200	5	NA	NA	NA	NA
X3055	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	33	2017	NA	NA	NA	200	5	NA	NA	NA	NA
X3056	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	33	2017	NA	NA	NA	200	5	NA	NA	NA	NA
X3057	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	34	2017	NA	NA	NA	400	5	NA	NA	NA	NA
X3058	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	34	2017	NA	NA	NA	400	5	NA	NA	NA	NA
X3059	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	35	2017	NA	NA	NA	0	5	NA	NA	NA	NA
X3060	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	35	2017	NA	NA	NA	0	5	NA	NA	NA	NA
X3061	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	37	2016	NA	NA	NA	400	5	NA	NA	NA	NA
X3062	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	37	2016	NA	NA	NA	400	5	NA	NA	NA	NA
X3063	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	39	2016	NA	NA	NA	0	5	NA	NA	NA	NA
X3064	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	39	2016	NA	NA	NA	0	5	NA	NA	NA	NA
X3065	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	40	2016	NA	NA	NA	200	5	NA	NA	NA	NA
X3066	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	40	2016	NA	NA	NA	200	5	NA	NA	NA	NA
X3067	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	43	2015	NA	NA	NA	200	5	NA	NA	NA	NA
X3068	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	43	2015	NA	NA	NA	200	5	NA	NA	NA	NA
X3069	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	44	2015	NA	NA	NA	0	5	NA	NA	NA	NA
X3070	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	44	2015	NA	NA	NA	0	5	NA	NA	NA	NA
X3071	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	45	2015	NA	NA	NA	400	5	NA	NA	NA	NA
X3072	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	45	2015	NA	NA	NA	400	5	NA	NA	NA	NA
X3073	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	33	2018	NA	NA	NA	200	5	NA	NA	NA	NA
X3074	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	33	2018	NA	NA	NA	200	5	NA	NA	NA	NA
X3075	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	34	2018	NA	NA	NA	300	5	NA	NA	NA	NA
X3076	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	34	2018	NA	NA	NA	300	5	NA	NA	NA	NA
X3077	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	35	2018	NA	NA	NA	0	5	NA	NA	NA	NA
X3078	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	35	2018	NA	NA	NA	0	5	NA	NA	NA	NA
X3079	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	37	2018	NA	NA	NA	300	5	NA	NA	NA	NA
X3080	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	37	2018	NA	NA	NA	300	5	NA	NA	NA	NA
X3081	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	39	2018	NA	NA	NA	0	5	NA	NA	NA	NA
X3082	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	39	2018	NA	NA	NA	0	5	NA	NA	NA	NA
X3083	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	40	2018	NA	NA	NA	200	5	NA	NA	NA	NA
X3084	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	40	2018	NA	NA	NA	200	5	NA	NA	NA	NA
X3085	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	43	2018	NA	NA	NA	200	5	NA	NA	NA	NA
X3086	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	43	2018	NA	NA	NA	200	5	NA	NA	NA	NA
X3087	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	44	2018	NA	NA	NA	0	5	NA	NA	NA	NA
X3088	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	44	2018	NA	NA	NA	0	5	NA	NA	NA	NA
X3089	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	45	2018	NA	NA	NA	300	5	NA	NA	NA	NA
X3090	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	45	2018	NA	NA	NA	300	5	NA	NA	NA	NA
X3091	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	46	2017	NA	NA	NA	0	5	NA	NA	NA	NA
X3092	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	46	2017	NA	NA	NA	0	5	NA	NA	NA	NA
X3093	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	48	2017	NA	NA	NA	400	5	NA	NA	NA	NA
X3094	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	48	2017	NA	NA	NA	400	5	NA	NA	NA	NA
X3095	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	50	2017	NA	NA	NA	200	5	NA	NA	NA	NA
X3096	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	50	2017	NA	NA	NA	200	5	NA	NA	NA	NA
X3097	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	53	2015	NA	NA	NA	400	5	NA	NA	NA	NA
X3098	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	53	2015	NA	NA	NA	400	5	NA	NA	NA	NA
X3099	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	54	2015	NA	NA	NA	200	5	NA	NA	NA	NA
X3100	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	54	2015	NA	NA	NA	200	5	NA	NA	NA	NA
X3101	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	55	2015	NA	NA	NA	0	5	NA	NA	NA	NA
X3102	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	55	2015	NA	NA	NA	0	5	NA	NA	NA	NA
X3103	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	56	2016	NA	NA	NA	0	5	NA	NA	NA	NA
X3104	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	56	2016	NA	NA	NA	0	5	NA	NA	NA	NA
X3105	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	58	2016	NA	NA	NA	400	5	NA	NA	NA	NA
X3106	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	58	2016	NA	NA	NA	400	5	NA	NA	NA	NA
X3107	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	60	2016	NA	NA	NA	200	5	NA	NA	NA	NA
X3108	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	60	2016	NA	NA	NA	200	5	NA	NA	NA	NA
X3109	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	14	2018	NA	NA	NA	0	5	NA	NA	NA	NA
X3110	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	13	2018	NA	NA	NA	300	5	NA	NA	NA	NA
X3111	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	12	2018	NA	NA	NA	200	5	NA	NA	NA	NA
X3112	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	14	2017	NA	NA	NA	0	5	NA	NA	NA	NA
X3113	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	13	2017	NA	NA	NA	400	5	NA	NA	NA	NA
X3114	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	12	2017	NA	NA	NA	200	5	NA	NA	NA	NA
X3115	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	7	2016	NA	NA	NA	0	5	NA	NA	NA	NA
X3116	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	6	2016	NA	NA	NA	400	5	NA	NA	NA	NA
X3117	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	9	2016	NA	NA	NA	200	5	NA	NA	NA	NA
X3118	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	4	2015	NA	NA	NA	0	5	NA	NA	NA	NA
X3119	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	3	2015	NA	NA	NA	400	5	NA	NA	NA	NA
X3120	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	5	2015	NA	NA	NA	200	5	NA	NA	NA	NA
X4001	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	3	2018	NA	NA	NA	300	21	NA	NA	NA	NA
X4002	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	3	2018	NA	NA	NA	300	21	NA	NA	NA	NA
X4003	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	4	2018	NA	NA	NA	0	21	NA	NA	NA	NA
X4004	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	4	2018	NA	NA	NA	0	21	NA	NA	NA	NA
X4005	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	5	2018	NA	NA	NA	200	21	NA	NA	NA	NA
X4006	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	5	2018	NA	NA	NA	200	21	NA	NA	NA	NA
X4007	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	6	2018	NA	NA	NA	300	21	NA	NA	NA	NA
X4008	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	6	2018	NA	NA	NA	300	21	NA	NA	NA	NA
X4009	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	7	2018	NA	NA	NA	0	21	NA	NA	NA	NA
X4010	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	7	2018	NA	NA	NA	0	21	NA	NA	NA	NA
X4011	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	9	2018	NA	NA	NA	200	21	NA	NA	NA	NA
X4012	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	9	2018	NA	NA	NA	200	21	NA	NA	NA	NA
X4013	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	12	2018	NA	NA	NA	200	21	NA	NA	NA	NA
X4014	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	12	2018	NA	NA	NA	200	21	NA	NA	NA	NA
X4015	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	13	2018	NA	NA	NA	300	21	NA	NA	NA	NA
X4016	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	13	2018	NA	NA	NA	300	21	NA	NA	NA	NA
X4017	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	14	2018	NA	NA	NA	0	21	NA	NA	NA	NA
X4018	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	14	2018	NA	NA	NA	0	21	NA	NA	NA	NA
X4019	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	3	2015	NA	NA	NA	400	21	NA	NA	NA	NA
X4020	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	3	2015	NA	NA	NA	400	21	NA	NA	NA	NA
X4021	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	4	2015	NA	NA	NA	0	21	NA	NA	NA	NA
X4022	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	4	2015	NA	NA	NA	0	21	NA	NA	NA	NA
X4023	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	5	2015	NA	NA	NA	200	21	NA	NA	NA	NA
X4024	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	5	2015	NA	NA	NA	200	21	NA	NA	NA	NA
X4025	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	6	2016	NA	NA	NA	400	21	NA	NA	NA	NA
X4026	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	6	2016	NA	NA	NA	400	21	NA	NA	NA	NA
X4027	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	7	2016	NA	NA	NA	0	21	NA	NA	NA	NA
X4028	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	7	2016	NA	NA	NA	0	21	NA	NA	NA	NA
X4029	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	9	2016	NA	NA	NA	200	21	NA	NA	NA	NA
X4030	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	9	2016	NA	NA	NA	200	21	NA	NA	NA	NA
X4031	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	12	2017	NA	NA	NA	200	21	NA	NA	NA	NA
X4032	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	12	2017	NA	NA	NA	200	21	NA	NA	NA	NA
X4033	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	13	2017	NA	NA	NA	400	21	NA	NA	NA	NA
X4034	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	13	2017	NA	NA	NA	400	21	NA	NA	NA	NA
X4035	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	14	2017	NA	NA	NA	0	21	NA	NA	NA	NA
X4036	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	14	2017	NA	NA	NA	0	21	NA	NA	NA	NA
X4037	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	17	2016	NA	NA	NA	400	21	NA	NA	NA	NA
X4038	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	17	2016	NA	NA	NA	400	21	NA	NA	NA	NA
X4039	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	18	2016	NA	NA	NA	200	21	NA	NA	NA	NA
X4040	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	18	2016	NA	NA	NA	200	21	NA	NA	NA	NA
X4041	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	19	2016	NA	NA	NA	0	21	NA	NA	NA	NA
X4042	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	19	2016	NA	NA	NA	0	21	NA	NA	NA	NA
X4043	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	22	2017	NA	NA	NA	400	21	NA	NA	NA	NA
X4044	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	22	2017	NA	NA	NA	400	21	NA	NA	NA	NA
X4045	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	24	2017	NA	NA	NA	0	21	NA	NA	NA	NA
X4046	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	24	2017	NA	NA	NA	0	21	NA	NA	NA	NA
X4047	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	25	2017	NA	NA	NA	200	21	NA	NA	NA	NA
X4048	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	25	2017	NA	NA	NA	200	21	NA	NA	NA	NA
X4049	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	27	2015	NA	NA	NA	400	21	NA	NA	NA	NA
X4050	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	27	2015	NA	NA	NA	400	21	NA	NA	NA	NA
X4051	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	28	2015	NA	NA	NA	0	21	NA	NA	NA	NA
X4052	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	28	2015	NA	NA	NA	0	21	NA	NA	NA	NA
X4053	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	30	2015	NA	NA	NA	200	21	NA	NA	NA	NA
X4054	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	30	2015	NA	NA	NA	200	21	NA	NA	NA	NA
X4055	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	33	2017	NA	NA	NA	200	21	NA	NA	NA	NA
X4056	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	33	2017	NA	NA	NA	200	21	NA	NA	NA	NA
X4057	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	34	2017	NA	NA	NA	400	21	NA	NA	NA	NA
X4058	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	34	2017	NA	NA	NA	400	21	NA	NA	NA	NA
X4059	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	35	2017	NA	NA	NA	0	21	NA	NA	NA	NA
X4060	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	35	2017	NA	NA	NA	0	21	NA	NA	NA	NA
X4061	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	37	2016	NA	NA	NA	400	21	NA	NA	NA	NA
X4062	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	37	2016	NA	NA	NA	400	21	NA	NA	NA	NA
X4063	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	39	2016	NA	NA	NA	0	21	NA	NA	NA	NA
X4064	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	39	2016	NA	NA	NA	0	21	NA	NA	NA	NA
X4065	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	40	2016	NA	NA	NA	200	21	NA	NA	NA	NA
X4066	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	40	2016	NA	NA	NA	200	21	NA	NA	NA	NA
X4067	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	43	2015	NA	NA	NA	200	21	NA	NA	NA	NA
X4068	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	43	2015	NA	NA	NA	200	21	NA	NA	NA	NA
X4069	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	44	2015	NA	NA	NA	0	21	NA	NA	NA	NA
X4070	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	44	2015	NA	NA	NA	0	21	NA	NA	NA	NA
X4071	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	45	2015	NA	NA	NA	400	21	NA	NA	NA	NA
X4072	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	45	2015	NA	NA	NA	400	21	NA	NA	NA	NA
X4073	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	33	2018	NA	NA	NA	200	21	NA	NA	NA	NA
X4074	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	33	2018	NA	NA	NA	200	21	NA	NA	NA	NA
X4075	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	34	2018	NA	NA	NA	300	21	NA	NA	NA	NA
X4076	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	34	2018	NA	NA	NA	300	21	NA	NA	NA	NA
X4077	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	35	2018	NA	NA	NA	0	21	NA	NA	NA	NA
X4078	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	35	2018	NA	NA	NA	0	21	NA	NA	NA	NA
X4079	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	37	2018	NA	NA	NA	300	21	NA	NA	NA	NA
X4080	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	37	2018	NA	NA	NA	300	21	NA	NA	NA	NA
X4081	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	39	2018	NA	NA	NA	0	21	NA	NA	NA	NA
X4082	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	39	2018	NA	NA	NA	0	21	NA	NA	NA	NA
X4083	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	40	2018	NA	NA	NA	200	21	NA	NA	NA	NA
X4084	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	40	2018	NA	NA	NA	200	21	NA	NA	NA	NA
X4085	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	43	2018	NA	NA	NA	200	21	NA	NA	NA	NA
X4086	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	43	2018	NA	NA	NA	200	21	NA	NA	NA	NA
X4087	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	44	2018	NA	NA	NA	0	21	NA	NA	NA	NA
X4088	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	44	2018	NA	NA	NA	0	21	NA	NA	NA	NA
X4089	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	45	2018	NA	NA	NA	300	21	NA	NA	NA	NA
X4090	cabbi	Corn	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	45	2018	NA	NA	NA	300	21	NA	NA	NA	NA
X4091	cabbi	Miscanthus	Rhizosphere	fertilization	Fert	NA	NA	NA	NA	NA	NA	46	2017	NA	NA	NA	0	21	NA	NA	NA	NA
